Gene,Coefficient,Importance
2569649,-0.15945318559569702,0.15945318559569702
3474815,-0.12884987007752968,0.12884987007752968
3811339,-0.12880757743653487,0.12880757743653487
2845417,0.1160274223023976,0.1160274223023976
3744410,-0.1132076471063525,0.1132076471063525
3022409,-0.11185304382896723,0.11185304382896723
2400655,-0.1107763068429098,0.1107763068429098
3770328,-0.10042841063715725,0.10042841063715725
3413067,-0.09183642129400865,0.09183642129400865
3937967,0.08676299823680242,0.08676299823680242
3389566,-0.08501222893746425,0.08501222893746425
3044518,0.08496450967160686,0.08496450967160686
3464405,-0.08081122581557759,0.08081122581557759
2341645,-0.07881478413900521,0.07881478413900521
3867928,-0.07710899364107902,0.07710899364107902
3174429,-0.07478905488236193,0.07478905488236193
3584443,-0.06809116287093739,0.06809116287093739
2947063,0.06524921378563174,0.06524921378563174
3022814,0.06272506117058815,0.06272506117058815
3995975,-0.06096317665493872,0.06096317665493872
2675192,-0.06077183419621201,0.06077183419621201
2372169,0.06063717804300627,0.06063717804300627
3971329,-0.05847841015188613,0.05847841015188613
3353853,-0.05813668480035093,0.05813668480035093
3477610,0.057278728942093626,0.057278728942093626
2836665,0.057247094457332566,0.057247094457332566
4007086,-0.056568913542830515,0.056568913542830515
3733999,-0.054990716134823196,0.054990716134823196
3883542,-0.05414799016565565,0.05414799016565565
3822287,-0.05196025753247857,0.05196025753247857
3479519,-0.05012560754093725,0.05012560754093725
3923537,-0.04876289643694327,0.04876289643694327
